customer_id,loan_id,ACC_CREATION_DATETIME,APPLICATION_DATETIME,LOAN_ORIGINATION_DATETIME,max_days_late,target,account_to_application_days,n_sf_apps,first_app_date,last_app_date,n_bnpl_apps,n_bnpl_approved_apps,first_bnpl_app_date,last_bnpl_app_date,n_inquiries_l3m,n_inquiries_l6m,antiquity_account,last_app_date_to_application_days,first_app_date_to_application_days,last_bnpl_app_date_to_application_days,first_bnpl_app_date_to_application_days,first_app_date_to_last_app_date_days,first_bnpl_app_date_to_last_bnpl_app_date_days,vintage
8388,2963,2022-08-22 11:41:51.000,2022-08-22 07:00:00.000,2022-12-09 21:08:55.000,2,0,0,,,,,,,,,,0,,,,,,,2022-12
4958,2964,2022-04-17 01:10:23.000,2022-08-22 07:00:00.000,2022-08-25 12:37:33.000,2,0,127,,,,1.0,0.0,2022-04-17 06:23:17.503,2022-04-17 06:23:17.503,0.0,12.0,127,,,127.0,127.0,,0.0,2022-8
8395,2965,2022-08-22 16:44:11.000,2022-08-22 07:00:00.000,2022-08-25 17:31:03.000,9,0,0,,,,,,,,,,0,,,,,,,2022-8
8396,2966,2022-08-22 16:45:08.000,2022-08-22 07:00:00.000,2022-10-01 12:38:26.000,29,0,0,,,,,,,,,,0,,,,,,,2022-10
8018,2967,2022-08-12 10:32:28.000,2022-08-22 07:00:00.000,2022-08-26 17:30:59.000,70,1,9,,,,1.0,0.0,2022-08-12 18:11:40.624,2022-08-12 18:11:40.624,13.0,13.0,9,,,9.0,9.0,,0.0,2022-8
8398,2968,2022-08-22 17:11:58.000,2022-08-22 07:00:00.000,2022-08-25 17:31:03.000,7,0,0,,,,,,,,,,0,,,,,,,2022-8
8405,2969,2022-08-22 19:59:31.000,2022-08-22 07:00:00.000,2022-08-24 19:56:31.000,7,0,0,,,,,,,,,,0,,,,,,,2022-8
8399,2970,2022-08-22 17:30:29.000,2022-08-22 07:00:00.000,2022-09-20 12:47:47.000,49,1,0,,,,,,,,,,0,,,,,,,2022-9
4894,2971,2022-04-14 18:09:03.000,2022-08-22 07:00:00.000,2022-08-27 16:35:30.000,6,0,129,1.0,2022-04-14 00:00:00.000,2022-04-14 00:00:00.000,1.0,0.0,2022-04-14 23:18:59.412,2022-04-14 23:18:59.412,0.0,20.0,129,130.0,130.0,129.0,129.0,0.0,0.0,2022-8
8250,2972,2022-08-18 12:55:16.000,2022-08-22 07:00:00.000,2022-09-23 21:16:02.000,62,1,3,,,,1.0,0.0,2022-08-18 17:57:52.388,2022-08-18 17:57:52.388,13.0,13.0,3,,,3.0,3.0,,0.0,2022-9
2459,2973,2021-11-20 13:47:16.000,2022-08-22 07:00:00.000,2022-09-05 17:31:02.000,16,0,274,1.0,2021-11-27 00:00:00.000,2021-11-27 00:00:00.000,1.0,1.0,2022-02-23 20:25:24.095,2022-02-23 20:25:24.095,0.0,0.0,274,268.0,268.0,179.0,179.0,0.0,0.0,2022-9
4645,2974,2022-04-05 15:18:03.000,2022-08-22 07:00:00.000,2022-08-24 13:54:07.000,20,0,138,1.0,2022-04-05 00:00:00.000,2022-04-05 00:00:00.000,1.0,0.0,2022-04-05 20:26:14.187,2022-04-05 20:26:14.187,88.0,88.0,138,139.0,139.0,138.0,138.0,0.0,0.0,2022-8
6271,2975,2022-06-18 19:50:56.000,2022-08-22 07:00:00.000,2022-10-19 20:29:10.000,6,0,64,,,,1.0,0.0,2022-06-19 01:02:02.075,2022-06-19 01:02:02.075,45.0,45.0,64,,,64.0,64.0,,0.0,2022-10
2043,2977,2021-10-12 17:45:24.000,2022-08-22 07:00:00.000,2022-08-31 18:00:10.000,0,0,313,1.0,2021-10-14 00:00:00.000,2021-10-14 00:00:00.000,,,,,0.0,0.0,313,312.0,312.0,,,0.0,,2022-8
5123,2978,2022-04-22 15:15:14.000,2022-08-22 07:00:00.000,2022-10-06 17:06:21.000,12,0,121,1.0,2022-04-22 00:00:00.000,2022-04-22 00:00:00.000,,,,,0.0,11.0,121,122.0,122.0,,,0.0,,2022-10
1682,2979,2021-09-19 15:02:25.000,2022-08-22 07:00:00.000,2022-08-24 17:31:01.000,0,0,336,1.0,2021-11-03 00:00:00.000,2021-11-03 00:00:00.000,1.0,1.0,2022-02-11 23:45:04.178,2022-02-11 23:45:04.178,,,336,292.0,292.0,191.0,191.0,0.0,0.0,2022-8
4052,2980,2022-03-11 20:16:57.000,2022-08-22 07:00:00.000,2022-08-24 19:05:38.000,5,0,163,1.0,2022-03-11 00:00:00.000,2022-03-11 00:00:00.000,1.0,0.0,2022-03-12 01:25:01.295,2022-03-12 01:25:01.295,,,163,164.0,164.0,163.0,163.0,0.0,0.0,2022-8
3526,2981,2022-02-17 18:57:00.000,2022-08-22 07:00:00.000,2022-09-14 18:05:02.000,0,0,185,,,,1.0,1.0,2022-04-10 02:46:13.952,2022-04-10 02:46:13.952,0.0,5.0,185,,,134.0,134.0,,0.0,2022-9
8402,2982,2022-08-22 19:22:49.000,2022-08-22 07:00:00.000,2022-08-24 12:36:34.000,70,1,0,,,,,,,,,,0,,,,,,,2022-8
2529,2983,2021-11-27 17:52:50.000,2022-08-22 07:00:00.000,2022-10-28 13:48:51.000,0,0,267,1.0,2021-11-28 00:00:00.000,2021-11-28 00:00:00.000,,,,,0.0,0.0,267,267.0,267.0,,,0.0,,2022-10
1155,2985,2021-08-16 13:11:37.000,2022-08-23 07:00:00.000,2022-09-03 14:31:03.000,7,0,371,2.0,2021-08-31 00:00:00.000,2022-02-22 00:00:00.000,,,,,0.0,0.0,371,182.0,357.0,,,175.0,,2022-9
8080,2986,2022-08-13 16:48:43.000,2022-08-23 07:00:00.000,2022-11-29 12:15:28.000,7,0,9,,,,1.0,0.0,2022-08-13 21:58:38.283,2022-08-13 21:58:38.283,19.0,19.0,9,,,9.0,9.0,,0.0,2022-11
7990,2987,2022-08-11 12:01:53.000,2022-08-23 07:00:00.000,2022-09-05 13:06:12.000,0,0,11,,,,1.0,0.0,2022-08-11 17:16:30.603,2022-08-11 17:16:30.603,,,11,,,11.0,11.0,,0.0,2022-9
8195,2988,2022-08-16 16:27:21.000,2022-08-23 07:00:00.000,2022-08-29 17:31:01.000,2,0,6,,,,1.0,1.0,2022-08-16 21:34:13.233,2022-08-16 21:34:13.233,2.0,2.0,6,,,6.0,6.0,,0.0,2022-8
4094,2989,2022-03-13 17:17:26.000,2022-08-23 07:00:00.000,2022-08-24 11:39:32.000,1,0,162,,,,,,,,,,162,,,,,,,2022-8
8429,2990,2022-08-23 20:54:03.000,2022-08-23 07:00:00.000,2022-08-25 14:31:08.000,0,0,0,,,,,,,,,,0,,,,,,,2022-8
2924,2991,2022-01-09 11:07:16.000,2022-08-23 07:00:00.000,2022-11-08 21:17:08.000,3,0,225,1.0,2022-01-09 00:00:00.000,2022-01-09 00:00:00.000,,,,,0.0,0.0,225,226.0,226.0,,,0.0,,2022-11
8414,2992,2022-08-23 11:42:48.000,2022-08-23 07:00:00.000,2022-08-24 15:15:08.000,1,0,0,,,,,,,,,,0,,,,,,,2022-8
8418,2993,2022-08-23 13:06:09.000,2022-08-23 07:00:00.000,2022-11-24 20:31:46.000,3,0,0,,,,,,,,,,0,,,,,,,2022-11
8419,2994,2022-08-23 14:34:48.000,2022-08-23 07:00:00.000,2022-08-30 21:30:54.000,1,0,0,,,,,,,,,,0,,,,,,,2022-8
8422,2995,2022-08-23 16:26:38.000,2022-08-23 07:00:00.000,2022-08-27 14:31:05.000,0,0,0,,,,,,,,,,0,,,,,,,2022-8
6548,2996,2022-06-26 18:32:18.000,2022-08-23 07:00:00.000,2022-08-25 17:31:06.000,1,0,57,,,,1.0,1.0,2022-06-26 23:35:00.336,2022-06-26 23:35:00.336,9.0,9.0,57,,,57.0,57.0,,0.0,2022-8
2708,2997,2021-12-16 20:32:39.000,2022-08-23 07:00:00.000,2022-11-23 16:49:12.000,0,0,249,,,,,,,,,,249,,,,,,,2022-11
1289,2998,2021-08-30 17:24:20.000,2022-08-23 07:00:00.000,2022-08-29 21:30:56.000,0,0,357,,,,1.0,1.0,2022-08-23 02:35:51.569,2022-08-23 02:35:51.569,25.0,25.0,357,,,0.0,0.0,,0.0,2022-8
3436,2999,2022-02-12 10:56:05.000,2022-08-23 07:00:00.000,2022-11-12 13:48:55.000,5,0,191,,,,,,,,,,191,,,,,,,2022-11
2447,3001,2021-11-19 14:51:55.000,2022-08-23 07:00:00.000,2022-09-14 15:41:10.000,3,0,276,,,,1.0,1.0,2022-03-23 22:10:52.943,2022-03-23 22:10:52.943,0.0,32.0,276,,,152.0,152.0,,0.0,2022-9
6036,3002,2022-06-10 14:33:06.000,2022-08-23 07:00:00.000,2022-08-25 21:31:04.000,3,0,73,,,,1.0,0.0,2022-06-10 19:39:46.586,2022-06-10 19:39:46.586,,,73,,,73.0,73.0,,0.0,2022-8
3595,3003,2022-02-20 17:46:25.000,2022-08-23 07:00:00.000,2022-08-24 13:28:55.000,0,0,183,,,,,,,,,,183,,,,,,,2022-8
8348,3004,2022-08-20 20:19:21.000,2022-08-24 07:00:00.000,2022-09-10 17:53:49.000,2,0,3,,,,1.0,0.0,2022-08-21 01:22:38.179,2022-08-21 01:22:38.179,26.0,26.0,3,,,3.0,3.0,,0.0,2022-9
3339,3005,2022-02-06 22:28:08.000,2022-08-24 07:00:00.000,2022-09-13 20:11:15.000,3,0,198,1.0,2022-02-07 00:00:00.000,2022-02-07 00:00:00.000,1.0,0.0,2022-08-24 06:59:43.427,2022-08-24 06:59:43.427,29.0,29.0,198,198.0,198.0,0.0,0.0,0.0,0.0,2022-9
8438,3006,2022-08-24 12:19:30.000,2022-08-24 07:00:00.000,2022-11-05 18:58:32.000,20,0,0,,,,,,,,,,0,,,,,,,2022-11
8441,3007,2022-08-24 13:43:09.000,2022-08-24 07:00:00.000,2022-10-25 16:55:59.000,6,0,0,,,,,,,,,,0,,,,,,,2022-10
8442,3008,2022-08-24 13:46:13.000,2022-08-24 07:00:00.000,2022-08-27 14:31:06.000,12,0,0,,,,,,,,,,0,,,,,,,2022-8
1834,3009,2021-09-28 20:40:59.000,2022-08-24 07:00:00.000,2022-09-30 21:30:57.000,2,0,329,,,,,,,,,,329,,,,,,,2022-9
8291,3010,2022-08-19 13:50:38.000,2022-08-24 07:00:00.000,2022-08-26 18:10:06.000,3,0,4,,,,1.0,0.0,2022-08-19 19:07:19.654,2022-08-19 19:07:19.654,17.0,17.0,4,,,4.0,4.0,,0.0,2022-8
8448,3011,2022-08-24 15:49:13.000,2022-08-24 07:00:00.000,2022-10-15 19:19:24.000,2,0,0,,,,,,,,,,0,,,,,,,2022-10
7868,3012,2022-08-06 18:59:24.000,2022-08-24 07:00:00.000,2022-10-12 14:30:57.000,5,0,17,,,,1.0,0.0,2022-08-07 00:01:27.625,2022-08-07 00:01:27.625,,,17,,,17.0,17.0,,0.0,2022-10
8455,3013,2022-08-24 18:13:40.000,2022-08-24 07:00:00.000,2022-08-26 15:19:50.000,35,1,0,,,,,,,,,,0,,,,,,,2022-8
7289,3014,2022-07-21 20:17:44.000,2022-08-24 07:00:00.000,2022-08-30 19:36:37.000,0,0,33,,,,1.0,0.0,2022-07-22 01:28:51.222,2022-07-22 01:28:51.222,17.0,17.0,33,,,33.0,33.0,,0.0,2022-8
4244,3015,2022-03-20 16:30:07.000,2022-08-24 07:00:00.000,2022-08-25 14:50:23.000,15,0,156,,,,,,,,,,156,,,,,,,2022-8
4824,3016,2022-04-13 12:09:29.000,2022-08-24 07:00:00.000,2022-08-26 18:05:48.000,42,1,132,1.0,2022-04-14 00:00:00.000,2022-04-14 00:00:00.000,1.0,0.0,2022-04-14 15:19:25.697,2022-04-14 15:19:25.697,0.0,15.0,132,132.0,132.0,131.0,131.0,0.0,0.0,2022-8
8444,3017,2022-08-24 14:05:13.000,2022-08-24 07:00:00.000,2022-10-03 16:48:19.000,1,0,0,,,,,,,,,,0,,,,,,,2022-10
8456,3018,2022-08-24 18:31:39.000,2022-08-24 07:00:00.000,2022-09-05 12:38:08.000,3,0,0,,,,,,,,,,0,,,,,,,2022-9
8423,3019,2022-08-23 16:31:49.000,2022-08-24 07:00:00.000,2022-08-26 11:38:55.000,2,0,0,,,,,,,,,,0,,,,,,,2022-8
8425,3021,2022-08-23 19:36:28.000,2022-08-24 07:00:00.000,2022-09-01 07:28:01.000,70,1,0,,,,,,,,,,0,,,,,,,2022-9
1858,3022,2021-09-30 16:46:48.000,2022-08-25 07:00:00.000,2022-08-27 19:42:22.000,18,0,328,1.0,2021-09-30 00:00:00.000,2021-09-30 00:00:00.000,,,,,0.0,0.0,328,329.0,329.0,,,0.0,,2022-8
4997,3023,2022-04-18 13:33:29.000,2022-08-25 07:00:00.000,2022-08-26 21:30:57.000,1,0,128,,,,1.0,0.0,2022-04-18 18:39:57.641,2022-04-18 18:39:57.641,0.0,2.0,128,,,128.0,128.0,,0.0,2022-8
1628,3024,2021-09-16 19:37:41.000,2022-08-25 07:00:00.000,2022-08-26 15:58:19.000,5,0,342,1.0,2021-09-16 00:00:00.000,2021-09-16 00:00:00.000,1.0,1.0,2022-03-03 18:23:59.846,2022-03-03 18:23:59.846,,,342,343.0,343.0,174.0,174.0,0.0,0.0,2022-8
8461,3025,2022-08-25 06:46:27.000,2022-08-25 07:00:00.000,2022-09-19 15:39:28.000,0,0,0,,,,,,,,,,0,,,,,,,2022-9
8464,3026,2022-08-25 13:23:30.000,2022-08-25 07:00:00.000,2022-11-30 19:47:33.000,1,0,0,,,,,,,,,,0,,,,,,,2022-11
8465,3028,2022-08-25 13:24:20.000,2022-08-25 07:00:00.000,2022-09-21 17:31:00.000,7,0,0,,,,,,,,,,0,,,,,,,2022-9
8476,3029,2022-08-25 19:21:39.000,2022-08-25 07:00:00.000,2022-11-18 18:11:18.000,1,0,0,,,,,,,,,,0,,,,,,,2022-11
8478,3030,2022-08-25 22:18:09.000,2022-08-25 07:00:00.000,2022-08-27 13:38:53.000,1,0,0,,,,,,,,,,0,,,,,,,2022-8
921,3033,2021-07-19 15:44:52.000,2022-08-25 07:00:00.000,2022-12-06 17:41:44.000,1,0,401,,,,1.0,1.0,2022-02-08 22:53:38.597,2022-02-08 22:53:38.597,0.0,0.0,401,,,197.0,197.0,,0.0,2022-12
4805,3034,2022-04-12 18:44:53.000,2022-08-25 07:00:00.000,2022-09-28 15:36:30.000,0,0,134,,,,1.0,0.0,2022-04-12 23:58:53.658,2022-04-12 23:58:53.658,0.0,31.0,134,,,134.0,134.0,,0.0,2022-9
3313,3035,2022-02-06 09:30:24.000,2022-08-25 07:00:00.000,2022-12-01 18:58:35.000,42,1,199,1.0,2022-02-06 00:00:00.000,2022-02-06 00:00:00.000,,,,,,,199,200.0,200.0,,,0.0,,2022-12
8473,3036,2022-08-25 18:16:29.000,2022-08-25 07:00:00.000,2022-08-31 21:30:56.000,4,0,0,,,,,,,,,,0,,,,,,,2022-8
8477,3037,2022-08-25 21:00:33.000,2022-08-25 07:00:00.000,2022-08-30 13:28:38.000,1,0,0,,,,,,,,,,0,,,,,,,2022-8
8437,3038,2022-08-24 12:07:03.000,2022-08-25 07:00:00.000,2022-11-09 16:51:06.000,0,0,0,,,,,,,,,,0,,,,,,,2022-11
3679,3039,2022-02-24 14:09:02.000,2022-08-25 07:00:00.000,2022-10-05 19:03:56.000,5,0,181,,,,,,,,,,181,,,,,,,2022-10
81,3040,2021-01-03 20:26:14.000,2022-08-25 07:00:00.000,2022-08-29 09:46:09.000,0,0,598,,,,,,,,,,598,,,,,,,2022-8
8353,3042,2022-08-21 00:12:53.000,2022-08-25 07:00:00.000,2022-08-31 14:58:18.000,0,0,4,,,,1.0,0.0,2022-08-21 05:46:02.210,2022-08-21 05:46:02.210,13.0,13.0,4,,,4.0,4.0,,0.0,2022-8
4873,3043,2022-04-14 11:36:25.000,2022-08-25 07:00:00.000,2022-09-19 07:15:55.000,1,0,132,,,,,,,,,,132,,,,,,,2022-9
2182,3044,2021-10-24 11:19:30.000,2022-08-25 07:00:00.000,2022-08-30 15:20:35.000,1,0,304,1.0,2021-10-24 00:00:00.000,2021-10-24 00:00:00.000,1.0,1.0,2022-01-19 00:12:34.645,2022-01-19 00:12:34.645,0.0,0.0,304,305.0,305.0,218.0,218.0,0.0,0.0,2022-8
2169,3045,2021-10-22 22:15:50.000,2022-08-25 07:00:00.000,2022-10-10 21:30:57.000,0,0,306,1.0,2021-11-09 00:00:00.000,2021-11-09 00:00:00.000,1.0,0.0,2022-07-10 18:56:32.775,2022-07-10 18:56:32.775,0.0,0.0,306,289.0,289.0,45.0,45.0,0.0,0.0,2022-10
4885,3046,2022-04-14 14:26:17.000,2022-08-25 07:00:00.000,2022-08-26 17:26:02.000,35,1,132,,,,1.0,1.0,2022-04-14 19:38:36.326,2022-04-14 19:38:36.326,0.0,6.0,132,,,132.0,132.0,,0.0,2022-8
8226,3047,2022-08-17 15:59:50.000,2022-08-25 07:00:00.000,2022-09-01 20:33:49.000,2,0,7,,,,,,,,,,7,,,,,,,2022-9
6044,3048,2022-06-10 19:37:06.000,2022-08-25 07:00:00.000,2022-11-27 09:23:21.000,1,0,75,,,,1.0,0.0,2022-06-11 00:49:23.452,2022-06-11 00:49:23.452,1.0,1.0,75,,,75.0,75.0,,0.0,2022-11
8492,3049,2022-08-26 17:03:30.000,2022-08-26 07:00:00.000,2022-08-31 21:30:55.000,1,0,0,,,,,,,,,,0,,,,,,,2022-8
8481,3050,2022-08-26 00:36:40.000,2022-08-26 07:00:00.000,2022-08-31 21:30:56.000,0,0,0,,,,,,,,84.0,84.0,0,,,,,,,2022-8
8489,3051,2022-08-26 14:39:14.000,2022-08-26 07:00:00.000,2022-11-12 18:03:33.000,0,0,0,,,,,,,,,,0,,,,,,,2022-11
8487,3052,2022-08-26 13:48:33.000,2022-08-26 07:00:00.000,2022-08-27 12:59:56.000,7,0,0,,,,,,,,,,0,,,,,,,2022-8
6786,3053,2022-07-04 12:23:58.000,2022-08-26 07:00:00.000,2022-08-31 14:31:07.000,63,1,52,,,,1.0,0.0,2022-07-04 17:34:35.854,2022-07-04 17:34:35.854,17.0,17.0,52,,,52.0,52.0,,0.0,2022-8
1280,3054,2021-08-29 13:37:19.000,2022-08-26 07:00:00.000,2022-09-22 12:51:56.000,35,1,361,2.0,2021-08-29 00:00:00.000,2022-02-15 00:00:00.000,,,,,0.0,0.0,361,192.0,362.0,,,170.0,,2022-9
6948,3055,2022-07-09 19:42:08.000,2022-08-26 07:00:00.000,2022-09-09 19:14:45.000,0,0,47,,,,1.0,1.0,2022-07-10 00:57:03.479,2022-07-10 00:57:03.479,28.0,28.0,47,,,47.0,47.0,,0.0,2022-9
5589,3056,2022-05-18 20:42:56.000,2022-08-26 07:00:00.000,2022-08-30 21:38:20.000,0,0,99,,,,1.0,0.0,2022-05-19 01:48:36.003,2022-05-19 01:48:36.003,0.0,33.0,99,,,99.0,99.0,,0.0,2022-8
7729,3057,2022-08-02 13:24:47.000,2022-08-26 07:00:00.000,2022-08-31 16:26:10.000,5,0,23,,,,1.0,0.0,2022-08-02 18:32:26.181,2022-08-02 18:32:26.181,19.0,19.0,23,,,23.0,23.0,,0.0,2022-8
8482,3058,2022-08-26 09:24:33.000,2022-08-26 07:00:00.000,2022-08-30 09:28:37.000,70,1,0,,,,,,,,,,0,,,,,,,2022-8
8180,3059,2022-08-16 12:32:21.000,2022-08-26 07:00:00.000,2022-08-29 13:16:13.000,17,0,9,,,,1.0,1.0,2022-08-16 17:35:55.615,2022-08-16 17:35:55.615,7.0,7.0,9,,,9.0,9.0,,0.0,2022-8
8490,3060,2022-08-26 15:31:39.000,2022-08-26 07:00:00.000,2022-08-30 13:32:25.000,2,0,0,,,,,,,,,,0,,,,,,,2022-8
8001,3062,2022-08-11 15:37:29.000,2022-08-26 07:00:00.000,2022-08-30 15:33:17.000,0,0,14,,,,1.0,0.0,2022-08-11 20:45:21.492,2022-08-11 20:45:21.492,1.0,1.0,14,,,14.0,14.0,,0.0,2022-8
8363,3063,2022-08-21 12:48:51.000,2022-08-26 07:00:00.000,2022-10-11 15:18:32.000,28,0,4,,,,1.0,0.0,2022-08-21 17:53:10.578,2022-08-21 17:53:10.578,46.0,46.0,4,,,4.0,4.0,,0.0,2022-10
8480,3064,2022-08-26 00:23:10.000,2022-08-26 07:00:00.000,2022-09-09 11:13:17.000,18,0,0,,,,,,,,29.0,29.0,0,,,,,,,2022-9
4924,3065,2022-04-15 22:36:54.000,2022-08-26 07:00:00.000,2022-09-07 21:15:59.000,3,0,132,,,,1.0,0.0,2022-04-16 03:44:52.512,2022-04-16 03:44:52.512,0.0,15.0,132,,,132.0,132.0,,0.0,2022-9
8485,3067,2022-08-26 12:32:51.000,2022-08-26 07:00:00.000,2022-08-26 21:26:09.000,5,0,0,,,,,,,,,,0,,,,,,,2022-8
7988,3068,2022-08-11 11:45:44.000,2022-08-26 07:00:00.000,2022-08-30 10:00:56.000,49,1,14,,,,1.0,0.0,2022-08-11 17:13:26.937,2022-08-11 17:13:26.937,37.0,37.0,14,,,14.0,14.0,,0.0,2022-8
1738,3069,2021-09-23 09:22:44.000,2022-08-26 07:00:00.000,2022-09-20 21:16:01.000,10,0,336,1.0,2021-12-21 00:00:00.000,2021-12-21 00:00:00.000,1.0,0.0,2022-06-24 06:50:54.405,2022-06-24 06:50:54.405,0.0,0.0,336,248.0,248.0,63.0,63.0,0.0,0.0,2022-9
1777,3070,2021-09-24 20:28:38.000,2022-08-26 07:00:00.000,2022-08-30 14:49:14.000,0,0,335,1.0,2021-09-27 00:00:00.000,2021-09-27 00:00:00.000,1.0,0.0,2022-08-18 00:38:53.016,2022-08-18 00:38:53.016,0.0,0.0,335,333.0,333.0,8.0,8.0,0.0,0.0,2022-8
4902,3071,2022-04-14 21:55:43.000,2022-08-26 07:00:00.000,2022-09-03 14:31:00.000,14,0,133,,,,1.0,0.0,2022-04-15 03:09:30.079,2022-04-15 03:09:30.079,0.0,25.0,133,,,133.0,133.0,,0.0,2022-9
3426,3072,2022-02-11 17:21:27.000,2022-08-27 07:00:00.000,2022-09-22 21:30:58.000,0,0,196,1.0,2022-02-11 00:00:00.000,2022-02-11 00:00:00.000,1.0,0.0,2022-03-27 18:11:59.966,2022-03-27 18:11:59.966,0.0,0.0,196,197.0,197.0,152.0,152.0,0.0,0.0,2022-9
3434,3073,2022-02-11 21:26:32.000,2022-08-27 07:00:00.000,2022-08-30 19:30:28.000,0,0,196,,,,,,,,,,196,,,,,,,2022-8
8517,3074,2022-08-27 19:30:33.000,2022-08-27 07:00:00.000,2022-09-05 14:31:03.000,1,0,0,,,,,,,,,,0,,,,,,,2022-9
8516,3075,2022-08-27 19:29:19.000,2022-08-27 07:00:00.000,2022-11-01 16:43:32.000,0,0,0,,,,,,,,,,0,,,,,,,2022-11
4153,3078,2022-03-16 01:21:57.000,2022-08-27 07:00:00.000,2022-11-15 17:55:29.000,1,0,164,,,,1.0,0.0,2022-03-16 06:25:44.963,2022-03-16 06:25:44.963,0.0,5.0,164,,,164.0,164.0,,0.0,2022-11
8512,3079,2022-08-27 18:07:03.000,2022-08-27 07:00:00.000,2022-10-28 21:15:57.000,4,0,0,,,,,,,,,,0,,,,,,,2022-10
8510,3080,2022-08-27 17:50:20.000,2022-08-27 07:00:00.000,2022-09-14 21:00:57.000,13,0,0,,,,,,,,,,0,,,,,,,2022-9
8507,3081,2022-08-27 15:18:43.000,2022-08-27 07:00:00.000,2022-09-01 21:31:06.000,3,0,0,,,,,,,,,,0,,,,,,,2022-9
8506,3082,2022-08-27 14:31:19.000,2022-08-27 07:00:00.000,2022-08-30 11:16:24.000,70,1,0,,,,,,,,,,0,,,,,,,2022-8
5924,3083,2022-06-05 16:00:48.000,2022-08-27 07:00:00.000,2022-08-31 12:18:19.000,70,1,82,,,,1.0,0.0,2022-06-05 21:09:50.494,2022-06-05 21:09:50.494,6.0,6.0,82,,,82.0,82.0,,0.0,2022-8
2170,3084,2021-10-23 13:22:43.000,2022-08-27 07:00:00.000,2022-09-21 14:31:00.000,0,0,307,,,,,,,,,,307,,,,,,,2022-9
8501,3085,2022-08-27 10:32:40.000,2022-08-27 07:00:00.000,2022-10-17 21:03:28.000,0,0,0,,,,,,,,,,0,,,,,,,2022-10
8498,3087,2022-08-27 00:02:14.000,2022-08-27 07:00:00.000,2022-12-03 21:03:47.000,69,1,0,,,,,,,,,,0,,,,,,,2022-12
8496,3088,2022-08-26 21:00:19.000,2022-08-27 07:00:00.000,2022-09-23 16:00:58.000,28,0,0,,,,,,,,,,0,,,,,,,2022-9
2829,3090,2022-01-01 15:38:57.000,2022-08-27 07:00:00.000,2022-09-01 14:31:02.000,0,0,237,1.0,2022-01-01 00:00:00.000,2022-01-01 00:00:00.000,,,,,0.0,0.0,237,238.0,238.0,,,0.0,,2022-9
7663,3091,2022-07-31 14:52:34.000,2022-08-27 07:00:00.000,2022-10-17 17:10:52.000,63,1,26,,,,1.0,0.0,2022-07-31 19:58:59.787,2022-07-31 19:58:59.787,12.0,12.0,26,,,26.0,26.0,,0.0,2022-10
8505,3092,2022-08-27 14:09:19.000,2022-08-27 07:00:00.000,2022-09-14 17:03:50.000,0,0,0,,,,,,,,,,0,,,,,,,2022-9
8065,3093,2022-08-13 13:35:49.000,2022-08-27 07:00:00.000,2022-09-02 09:46:00.000,32,0,13,,,,1.0,1.0,2022-08-13 18:37:26.354,2022-08-13 18:37:26.354,2.0,2.0,13,,,13.0,13.0,,0.0,2022-9
6529,3094,2022-06-26 12:32:46.000,2022-08-27 07:00:00.000,2022-08-30 14:23:32.000,1,0,61,,,,1.0,0.0,2022-06-26 17:36:48.565,2022-06-26 17:36:48.565,,,61,,,61.0,61.0,,0.0,2022-8
8045,3095,2022-08-12 18:06:23.000,2022-08-27 07:00:00.000,2022-09-01 09:45:56.000,56,1,14,,,,1.0,0.0,2022-08-12 23:09:07.193,2022-08-12 23:09:07.193,2.0,2.0,14,,,14.0,14.0,,0.0,2022-9
1832,3096,2021-09-28 20:14:48.000,2022-08-27 07:00:00.000,2022-10-26 19:46:33.000,3,0,332,,,,,,,,,,332,,,,,,,2022-10
7978,3097,2022-08-10 19:03:15.000,2022-08-27 07:00:00.000,2022-10-21 21:30:55.000,7,0,16,,,,1.0,0.0,2022-08-11 00:07:31.194,2022-08-11 00:07:31.194,16.0,16.0,16,,,16.0,16.0,,0.0,2022-10
5828,3098,2022-05-31 21:43:06.000,2022-08-27 07:00:00.000,2022-09-15 19:19:22.000,55,1,87,,,,1.0,0.0,2022-06-01 04:34:57.577,2022-06-01 04:34:57.577,16.0,16.0,87,,,87.0,87.0,,0.0,2022-9
6212,3100,2022-06-17 14:47:26.000,2022-08-28 07:00:00.000,2022-08-30 14:06:23.000,70,1,71,,,,1.0,0.0,2022-06-17 19:57:06.561,2022-06-17 19:57:06.561,,,71,,,71.0,71.0,,0.0,2022-8
6060,3101,2022-06-11 14:19:58.000,2022-08-28 07:00:00.000,2022-09-30 14:31:03.000,0,0,77,,,,1.0,0.0,2022-08-12 05:19:42.304,2022-08-12 05:19:42.304,26.0,26.0,77,,,16.0,16.0,,0.0,2022-9
8509,3102,2022-08-27 16:18:19.000,2022-08-28 07:00:00.000,2022-09-01 14:31:03.000,0,0,0,,,,1.0,0.0,2022-08-27 21:19:52.801,2022-08-27 21:19:52.801,6.0,6.0,0,,,0.0,0.0,,0.0,2022-9
2683,3104,2021-12-14 18:11:06.000,2022-08-28 07:00:00.000,2022-10-06 17:31:11.000,1,0,256,,,,,,,,,,256,,,,,,,2022-10
